"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"204315_s_at",-27.9519953488374,512.188741860465,-0.680354016770056,0.498126297813025,0.745399791428892,-4.59988707572494
"213172_at",-26.5225139534883,214.287159302326,-0.680296011406778,0.498162833984722,0.745404407042812,-4.59988776918978
"216062_at",-68.7240930232559,796.036511627907,-0.680054111642645,0.498315216420449,0.745582351943656,-4.59989066052237
"206927_s_at",-28.8416023255814,224.285922093023,-0.679860365113807,0.498437283382092,0.745714917792611,-4.5998929755726
"218861_at",-5.53176976744183,66.6415523255814,-0.679423783036199,0.498712404379777,0.74605880451349,-4.59989818986466
"218333_at",-10.6444162790698,165.231924418605,-0.67938936026315,0.49873410007777,0.74605880451349,-4.59989860085158
"210738_s_at",5.86219465116278,45.0184019767442,0.679176893669196,0.498868023049699,0.746209045956666,-4.59990113712216
"206057_x_at",-37.1199534883717,459.603581395349,-0.679026612050107,0.498962761030609,0.746300658077933,-4.59990293060529
"217420_s_at",-7.44841395348837,78.8354767441861,-0.678893459631079,0.4990467088415,0.746376120082902,-4.59990451934147
"205049_s_at",-90.5332093023253,1188.42095348837,-0.67880607849478,0.499101803655225,0.746408422204656,-4.59990556178222
"200722_s_at",-45.4097441860466,1034.99977906977,-0.678600687371279,0.499231318075571,0.746432946950312,-4.59990801154315
